#x y
57 0
56 0
56 0
56 0
56 0
56 0
56 0
56 3186
56 3186
56 3216
56 3216
56 3216
55 3216
55 3216
55 3216
55 3216
55 3216
55 3216
55 3186
55 3186
55 3186
55 3216
55 3216
54 3216
54 3216
54 3216
54 3216
54 3186
54 3186
54 3186
54 3186
54 3129
54 3129
54 3129
53 3157
53 3157
53 3157
53 3186
53 3186
53 3216
53 3216
53 2629
53 2629
53 2629
53 2629
52 2629
52 2629
52 2649
52 2669
52 2669
52 2669
52 2669
52 2649
52 2629
52 2629
52 2609
52 2609
51 2609
51 2629
51 2629
51 2629
51 2669
51 2669
51 2669
51 2669
51 2690
51 2690
51 2690
50 2669
50 2669
50 2669
50 2711
50 2711
50 2711
50 2711
50 2690
50 2669
50 2609
50 2532
49 2532
49 2514
49 2514
49 2514
49 2514
49 2496
49 2496
49 2496
49 2496
49 2478
49 2478
48 2478
48 2478
48 2478
48 2478
48 2478
48 2478
48 2478
48 2478
48 2478
48 2478
48 2478
48 2478
47 2478
47 2478
47 2460
47 2460
47 2460
47 2460
47 2460
47 2460
47 2443
47 2443
47 2460
46 2460
46 2460
46 2460
46 2460
46 2460
46 2460
46 2460
46 2460
46 2460
46 2460
46 2460
45 2460
45 2460
45 2478
45 2478
45 2478
45 2478
45 2496
45 2496
45 1618
45 1618
45 1611
44 1611
44 1603
44 1603
44 1596
44 1596
44 1596
44 1589
44 1581
44 1574
44 1574
44 1574
43 1574
43 1567
43 1567
43 1567
43 1560
43 1560
43 1553
43 1546
43 1546
43 1546
43 1546
43 1546
42 1546
42 1539
42 1539
42 1539
42 1539
42 1539
42 1539
42 1539
42 1532
42 1532
42 1532
41 1532
41 1532
41 1532
41 1532
41 1539
41 1539
41 1532
41 1532
41 1532
41 1532
41 1532
40 1532
40 1532
40 1532
40 1532
40 1532
40 1532
40 1532
40 1532
40 1532
40 1532
40 1532
39 1525
39 1525
39 1525
39 1525
39 1525
39 1525
39 1519
39 1519
39 1519
39 1519
39 1519
39 1519
38 1519
38 1519
38 1519
38 1519
38 1519
38 1519
38 1519
38 1519
38 1519
38 1519
38 1512
37 1512
37 1512
37 1512
37 1512
37 1512
37 1512
37 1512
37 1506
37 1506
37 1506
37 1506
36 1499
36 1499
36 1499
36 1499
36 1506
36 1499
36 1499
36 1506
36 1499
36 1499
36 1499
35 1499
35 1499
35 1499
35 1499
35 1499
35 1499
35 1499
35 1499
35 1499
35 1499
35 1499
35 1499
34 1499
34 1499
34 1499
34 1499
34 1492
34 1492
34 1492
34 1492
34 1492
34 1499
34 1499
33 1499
33 1499
33 1506
33 1506
33 1506
33 1506
33 1506
33 1506
33 1506
33 1512
33 1512
32 1512
32 1512
32 1512
32 1519
32 1519
32 1519
32 1525
32 1532
32 1532
32 1539
32 1546
31 1546
31 1553
31 0
31 0
31 0
31 0
31 0
31 0
31 0
31 0
31 2281
30 2281
30 2281
30 2281
30 2281
30 2281
30 2281
30 2281
30 2281
30 2281
30 2281
30 2281
30 2281
29 2281
29 2281
29 2281
29 2281
29 2281
29 2281
29 2281
29 2281
29 2281
29 2281
29 2266
28 2266
28 2266
28 2266
28 2266
28 2266
28 2281
28 0
28 0
28 0
28 0
28 0
27 0
27 0
27 0
27 0
27 0
27 0
27 0
27 0
27 0
27 0
27 0
26 0
26 0
26 0
26 0
26 0
26 0
26 0
26 0
26 0
26 0
26 0
26 0
25 0
25 0
25 2845
25 2845
25 2845
25 2845
25 2845
25 2845
25 2845
25 2869
25 2845
24 2845
24 2845
24 2869
24 2869
24 2869
24 2845
24 2845
24 2869
24 2845
24 2845
24 2845
23 2822
23 2822
23 2822
23 2799
23 2799
23 2799
23 2822
23 2822
23 2822
23 2822
23 2822
22 2822
22 2822
22 2799
22 2799
22 2799
22 2799
22 2799
22 2799
22 2799
22 2799
22 2799
21 2799
21 2799
21 2799
21 2777
21 2777
21 2777
21 2777
21 2777
21 2777
21 2777
21 2754
21 2754
20 2777
20 2777
20 2733
20 2733
20 2754
20 2754
20 2754
20 2733
20 2711
20 2711
20 2711
19 2711
19 2690
19 2690
19 2690
19 2690
19 2690
19 2690
19 2690
19 2711
19 2711
19 2711
18 2690
18 2690
18 2690
18 2690
18 2669
18 2669
18 2669
18 2669
18 2669
18 2669
18 2649
17 2649
17 2649
17 2649
17 2649
17 2629
17 2629
17 2629
17 2629
17 2629
17 2629
17 2629
17 2629
16 2629
16 2629
16 2629
16 2629
16 2629
16 2629
16 2629
16 2629
16 2629
16 2629
16 2629
15 2609
15 2609
15 2629
15 2629
15 2629
15 2629
15 2629
15 2629
15 2629
15 2629
15 2629
14 2609
