#x y
14 2609
14 2609
14 2609
14 2609
14 2609
14 2609
14 2609
14 2609
14 2609
14 2609
13 2589
13 2570
13 2570
13 2570
13 2570
13 2570
13 2570
13 2551
13 2551
13 2570
13 2609
13 2609
12 2609
12 2609
12 2609
12 2609
12 2609
12 2589
12 2589
12 2609
12 2609
12 2609
12 2609
11 2609
11 2609
11 2609
11 2609
11 2609
11 2609
11 2609
11 2589
11 2570
11 2551
11 2551
10 2551
10 2551
10 2532
10 2532
10 2551
10 2551
10 2551
10 2551
10 2532
10 2532
10 2532
9 2532
9 2532
9 2532
9 2532
9 2532
9 2551
9 2551
9 2570
9 2570
9 2570
9 2570
8 2532
8 2532
8 2532
8 2551
8 2551
8 2551
8 2551
8 2551
8 2551
8 2551
8 2551
8 2532
7 2532
7 2532
7 2532
7 2532
7 2532
7 2551
7 2551
7 2551
7 2532
7 2532
7 2532
6 2532
6 2532
6 2532
6 2532
6 2532
6 2551
6 2551
6 2551
6 2551
6 2532
6 2532
5 2532
5 2532
5 2532
5 2532
5 2532
5 2551
5 2551
5 2551
5 2551
5 2551
5 2551
4 2551
4 2551
4 2570
4 2551
4 2551
4 2551
4 2551
4 2570
4 2570
4 2570
4 2551
4 2551
3 2532
3 2532
3 2532
3 2551
3 2551
3 2551
3 2551
3 2532
3 2532
3 2551
3 2551
2 2551
2 2551
2 2551
2 2551
2 2551
2 2532
2 2532
2 2532
2 2532
2 2532
2 2532
1 2532
1 2532
1 2514
1 2514
1 2514
1 2514
1 2496
1 2496
1 2496
1 2514
1 2532
0 2514
0 2514
0 2532
0 2532
0 2532
0 2532
0 2532
0 2532
0 2532
0 2532
0 2532
